,GRB,B_o,B_o_uncert,epoch_start,epoch_end,A_V,A_V_uncert,host_model,reduced_chi2,probability,time_start,time_end,time_mid,Trigger Number
594,140518A,-1.5,0.62,3.3806,3.3818,0.386,0.069,SMC,2.11,0.076226738,2402.1493195322587,2408.79588172571,2405.4726006289843,599287
595,140518A,-1.24,0.63,3.7749,3.7889,0.343,0.074,SMC,0.89,0.534602919,5955.250030412836,6150.352393069763,6052.8012117413,599287
596,140518A,-1.55,0.7,3.8047,3.8183,0.383,0.082,SMC,1.21,0.28397061,6378.227416392381,6581.122882388993,6479.675149390687,599287
597,140518A,-1.55,0.92,3.8116,3.8262,0.381,0.108,SMC,1.85,0.063682806,6480.372941922908,6701.931737237644,6591.152339580276,599287
598,140606B,1.56,0.84,6.829,3.8262,0.0,1.67,SMC,1.3,0.2665876147,6745280.276979215,6701.931737237644,3375991.1043582265,Fermi
599,140606B,0.58,0.26,5.4128,5.4224,0.0,0.078,LMC,0.17,0.9520312212,258702.1273464604,264484.3626854359,261593.24501594814,Fermi
600,140629A,0.77,0.71,3.6551,3.6748,0.167,0.089,SMC,1.37,0.2048954817,4519.600000304826,4729.334149186516,4624.467074745671,602884
601,140629A,0.91,0.51,3.6885,3.703,0.111,0.144,LMC,0.3,0.8248153112,4880.901012475759,5046.612975635282,4963.75699405552,602884
602,140629A,1.57,0.53,3.7023,3.7197,0.02,0.053,SMC,0.86,0.5492616528,5038.485348423044,5244.4506128195335,5141.467980621289,602884
603,140629A,1.14,0.14,3.733,3.7482,0.117,0.126,MW,0.18,0.98219707,5407.5432294558095,5600.154387615568,5503.848808535689,602884
604,140629A,1.2,0.29,3.733,3.7524,0.086,0.266,MW,0.82,0.5744259569,5407.5432294558095,5654.575406876214,5531.0593181660115,602884
605,140629A,1.3,0.19,3.7389,3.7586,0.153,0.141,MW,0.66,0.726286219,5481.507340176555,5735.87924842134,5608.693294298948,602884
606,140629A,1.39,0.36,3.7428,3.7618,0.111,0.21,MW,1.4,0.1795191989,5530.953407403111,5778.298856282211,5654.6261318426605,602884
607,140629A,1.44,0.38,3.743,3.7644,0.07,0.221,MW,1.59,0.1126521916,5533.501092157366,5812.9956772538835,5673.248384705625,602884
608,140629A,1.76,0.16,3.7524,3.7698,0.0,0.016,MW,0.43,0.8830595769,5654.575406876214,5885.725452612013,5770.150429744113,602884
609,140629A,0.77,0.64,3.7798,3.7989,0.0,0.007,SMC,1.0,0.4408691574,6022.82161014634,6293.612503885458,6158.2170570159,602884
610,140629A,0.91,0.64,3.7853,3.8025,0.0,0.037,SMC,1.28,0.2563086192,6099.580958722386,6345.999009812872,6222.789984267629,602884
611,140629A,0.92,0.74,3.7896,3.8025,0.0,0.018,LMC,1.7,0.116877715,6160.273583272377,6345.999009812872,6253.136296542625,602884
612,140629A,0.89,0.76,3.7896,3.8084,0.0,1.252,LMC,1.84,0.07588408029,6160.273583272377,6432.799272608504,6296.53642794044,602884
613,140629A,1.48,0.89,3.8112,3.831,0.038,0.095,SMC,1.81,0.06146193587,6474.407045688151,6776.41507610675,6625.411060897451,602884
614,140629A,1.1,0.81,3.8148,3.831,0.071,0.085,SMC,1.38,0.2009171116,6528.298441586141,6776.41507610675,6652.356758846446,602884
615,140629A,1.63,1.3,3.8214,3.831,0.013,0.138,SMC,1.81,0.1072871044,6628.267086082732,6776.41507610675,6702.341081094741,602884
616,140629A,1.74,0.98,3.8214,3.8407,0.003,0.108,SMC,1.23,0.2848679433,6628.267086082732,6929.469698425558,6778.868392254145,602884
617,140629A,-1.08,0.99,3.8025,3.8214,0.234,0.291,LMC,0.68,0.11361732,6345.999009812872,6628.267086082732,6487.133047947802,602884
618,140710A,0.93,0.75,3.327,3.8214,0.631,0.929,MW,0.68,0.6687245678,2123.2444620002193,6628.267086082732,4375.755774041476,603954
619,140801A,0.9,0.54,5.1443,5.1448,0.0,1.71,SMC,1.01,0.415593245,139411.94940347457,139572.54577067675,139492.24758707566,Fermi
620,141121A,-1.84,0.1,5.183,5.1963,0.373,0.013,SMC,0.01,0.999844506,152405.27537972908,157144.79472806535,154775.0350538972,619182
621,141220A,0.43,0.38,2.3066,2.3259,0.377,0.094,SMC,0.58,0.9396451938,202.58160145013568,211.78734207237056,207.18447176125312,621915
622,141220A,0.49,0.38,2.3164,2.3377,0.357,0.095,SMC,0.63,0.9105293315,207.2048897759003,217.6205983185727,212.41274404723652,621915
623,141220A,0.44,0.41,2.3187,2.3377,0.372,0.102,SMC,0.69,0.8512243936,208.30514650217472,217.6205983185727,212.9628724103737,621915
624,141220A,0.39,0.36,2.3212,2.341,0.387,0.092,SMC,0.63,0.9080153207,209.50770523651806,219.28049353504497,214.39409938578152,621915
625,141220A,0.38,0.35,2.3212,2.3422,0.391,0.09,SMC,0.6,0.9306693461,209.50770523651806,219.88722577531,214.697465505914,621915
626,141220A,0.5,0.38,2.3237,2.3444,0.368,0.094,SMC,0.61,0.9206668216,210.71720641819806,221.00393173491838,215.86056907655822,621915
627,141220A,0.45,0.45,2.6419,2.663,0.409,0.114,SMC,0.57,0.9556725418,438.4297339745673,460.25657358135584,449.34315377796156,621915
